thisRow.t,notes,trial_num,participant,session,phase,cue_color,target_difficulty,trial_index_within_staircase,prop_used,stimulus_logit,staircase_id,accuracy,is_timeout,rt_choice,early_response,true_shape,resp_shape,quest_alpha_mean,quest_alpha_sd,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,angle_bias,applied_angle_bias,trials_completed_this_staircase,alpha_sd_current,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_type,trial_index_within_type,threshold_source,s_threshold_60pct,s_threshold_80pct,cue_difficulty_prediction,actual_difficulty_level,target_percentage,confidence_rating,agency_rating,s_threshold_70pct,participant,session,learning_order,counterbalance_index,
,,50,1996s,001,calibration_interleaved,black,unknown,25,0.40766968306220214,-0.37360720091511007,90,1,False,3.022187299793586,True,dot,dot,-0.7253295367499373,0.31005973866544545,3.284020551846744,1.9918621338752664,0.026011123781689745,0.02144379250348976,90,90,25,0.31005973866544545,5.521634574934006,1010.459127212923,318.0063720914725,183,183,5.521634574934006,1010.459127212923,318.0063720914725,1010.459127212923,1067.3809883350605,17.722638828943587,1067.3809883350605,0.4972677595628415,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,51,1996s,001,calibration_interleaved,black,unknown,26,0.5350820483873121,0.14055915473515587,0,1,False,2.4206762998364866,True,square,square,nan,0.37050959976463316,nan,nan,nan,nan,0,0,26,0.37050959976463316,11.343620888597005,1667.5122706237598,216.73376328197588,147,147,11.343620888597005,1667.5122706237598,216.73376328197588,1667.5122706237598,1667.9804237700469,36.24822117629557,1667.9804237700469,0.7006802721088435,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,52,1996s,001,calibration_interleaved,black,unknown,26,0.347354013008391,-0.6306903787402434,90,0,False,3.789518899982795,True,dot,square,nan,0.31425900252746153,nan,nan,nan,nan,90,90,26,0.31425900252746153,6.322151933933833,1447.7727928708478,178.07914205170366,229,229,6.322151933933833,1447.7727928708478,178.07914205170366,1447.7727928708478,1454.1745134422645,-24.36178751128933,1454.1745134422645,0.6069868995633187,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,53,1996s,001,calibration_interleaved,black,unknown,27,0.5350820483873121,0.14055915473515587,0,0,False,2.4047538000158966,True,dot,square,nan,0.3914352333634479,nan,nan,nan,nan,0,0,27,0.3914352333634479,8.777590661343877,1281.5282365562061,146.64894423791688,146,146,8.777590661343877,1281.5282365562061,146.64894423791688,1281.5282365562061,1281.5282365562061,29.27290189321958,1281.5282365562061,0.5273972602739726,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,54,1996s,001,calibration_interleaved,black,unknown,27,0.40766968306220214,-0.37360720091511007,90,1,False,2.738633600063622,True,square,square,nan,0.2972907846540558,nan,nan,nan,nan,90,90,27,0.2972907846540558,5.283488949708467,877.0591656516054,393.7765633737697,166,166,5.283488949708467,877.0591656516054,393.7765633737697,877.0591656516054,922.3561871182461,3.32679994392483,922.3561871182461,0.5180722891566265,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,55,1996s,001,calibration_interleaved,black,unknown,28,0.5350820483873121,0.14055915473515587,0,1,False,2.8069792999885976,True,square,square,nan,0.3754145830326385,nan,nan,nan,nan,0,0,28,0.3754145830326385,13.098257313428974,2226.7037432829256,227.6312279950062,170,170,13.098257313428974,2226.7037432829256,227.6312279950062,2226.7037432829256,2294.919533609014,24.14867538028504,2294.919533609014,0.7352941176470589,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,56,1996s,001,calibration_interleaved,black,unknown,28,0.40766968306220214,-0.37360720091511007,90,0,False,4.53816739981994,True,dot,square,nan,0.327791477499512,nan,nan,nan,nan,90,90,28,0.327791477499512,5.651263334948788,1548.4461537759678,302.8223495052771,274,274,5.651263334948788,1548.4461537759678,302.8223495052771,1548.4461537759678,1548.4461537759678,-341.0323948614101,1548.4461537759678,0.5401459854014599,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,57,1996s,001,calibration_interleaved,black,unknown,29,0.5350820483873121,0.14055915473515587,0,1,False,1.7709635999053717,True,square,square,nan,0.3609065519243807,nan,nan,nan,nan,0,0,29,0.3609065519243807,11.581413541751848,1250.7926625091995,160.44578332238223,108,108,11.581413541751848,1250.7926625091995,160.44578332238223,1250.7926625091995,1250.7926625091998,-3.9656411287497306,1250.7926625091998,0.7037037037037037,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,58,1996s,001,calibration_interleaved,black,unknown,29,0.47090191089840744,-0.11652402308997703,90,1,False,2.3032720999326557,True,dot,dot,nan,0.30646811882277825,nan,nan,nan,nan,90,90,29,0.30646811882277825,8.37767968841544,1172.8751563781616,226.02729251369635,140,140,8.37767968841544,1172.8751563781616,226.02729251369635,1172.8751563781616,1172.8751563781611,7.458582065428107,1172.8751563781611,0.6857142857142857,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,59,1996s,001,calibration_interleaved,black,unknown,30,0.5350820483873121,0.14055915473515587,0,1,False,1.5388255000580102,True,square,square,nan,0.34794370523777457,nan,nan,nan,nan,0,0,30,0.34794370523777457,11.900313264898232,1118.6294469004338,208.93044479554814,94,94,11.900313264898232,1118.6294469004338,208.93044479554814,1118.6294469004338,1118.6294469004342,26.105416457098897,1118.6294469004342,0.7127659574468085,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,60,1996s,001,calibration_interleaved,black,unknown,30,0.47090191089840744,-0.11652402308997703,90,1,False,3.4699655000586063,True,square,square,-0.5774802271492423,0.2893022711837187,3.0816641759196646,1.836852048704825,0.02761551040624904,0.021692593757282535,90,90,30,0.2893022711837187,8.543714679533375,1794.1800827020088,234.97401255479144,210,210,8.543714679533375,1794.1800827020088,234.97401255479144,1794.1800827020088,1794.1800827020095,19.113734879946318,1794.1800827020095,0.5476190476190477,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,61,1996s,001,calibration_interleaved,black,unknown,31,0.5350820483873121,0.14055915473515587,0,1,False,2.4371921001002192,True,dot,dot,nan,0.3364762169202892,nan,nan,nan,nan,0,0,31,0.3364762169202892,12.268411944744381,1815.7249678221683,243.09887712003473,148,148,12.268411944744381,1815.7249678221683,243.09887712003473,1815.7249678221683,1815.7249678221683,4.603841993245544,1815.7249678221683,0.6283783783783784,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,62,1996s,001,calibration_interleaved,black,unknown,31,0.40766968306220214,-0.37360720091511007,90,1,False,3.2719433000311255,True,square,square,nan,0.27652099816220765,nan,nan,nan,nan,90,-90,31,0.27652099816220765,6.33572139783586,1254.4728367715002,402.9878663935563,198,198,6.33572139783586,1254.4728367715002,402.9878663935563,1254.4728367715002,1441.8242775876486,19.445744627509335,1441.8242775876486,0.5353535353535354,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,63,1996s,001,calibration_interleaved,black,unknown,32,0.47090191089840744,-0.11652402308997703,0,1,False,3.438180700177327,True,dot,dot,nan,0.3293223780076279,nan,nan,nan,nan,0,0,32,0.3293223780076279,7.9034187972066245,1643.9111098189778,308.782105813348,208,208,7.9034187972066245,1643.9111098189778,308.782105813348,1643.9111098189778,1731.6591675230084,-42.18391376661855,1731.6591675230084,0.5865384615384616,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,64,1996s,001,calibration_interleaved,black,unknown,32,0.40766968306220214,-0.37360720091511007,90,1,False,2.1043513999320567,True,square,square,nan,0.26578079362547635,nan,nan,nan,nan,90,90,32,0.26578079362547635,5.659568959484163,724.4248268139729,440.6824188774174,128,128,5.659568959484163,724.4248268139729,440.6824188774174,724.4248268139729,724.4248268139727,31.94564806749145,724.4248268139727,0.5546875,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,65,1996s,001,calibration_interleaved,black,unknown,33,0.47090191089840744,-0.11652402308997703,0,1,False,1.438738299999386,True,square,square,nan,0.3223445613073497,nan,nan,nan,nan,0,0,33,0.3223445613073497,7.5162715573232735,661.4318970444481,238.01039833927118,88,88,7.5162715573232735,661.4318970444481,238.01039833927118,661.4318970444481,747.1866010233266,-115.72247862821611,747.1866010233266,0.5795454545454546,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,66,1996s,001,calibration_interleaved,black,unknown,33,0.40766968306220214,-0.37360720091511007,90,1,False,4.722036699997261,True,square,square,nan,0.25680780089325567,nan,nan,nan,nan,90,-90,33,0.25680780089325567,6.079809286418179,1732.745646629181,237.9712383941935,285,285,6.079809286418179,1732.745646629181,237.9712383941935,1732.745646629181,1732.7456466291812,-132.73041304385308,1732.7456466291812,0.6070175438596491,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,67,1996s,001,calibration_interleaved,black,unknown,34,0.47090191089840744,-0.11652402308997703,0,1,False,2.6205688000191003,True,dot,dot,nan,0.315596863663953,nan,nan,nan,nan,0,0,34,0.315596863663953,6.2040810084712845,986.4488803469342,288.13747068707875,159,159,6.2040810084712845,986.4488803469342,288.13747068707875,986.4488803469342,1072.7681604266875,26.578272744123048,1072.7681604266875,0.5911949685534591,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,68,1996s,001,calibration_interleaved,black,unknown,34,0.40766968306220214,-0.37360720091511007,90,0,False,3.2550516999326646,True,dot,square,nan,0.26932377702957805,nan,nan,nan,nan,90,-90,34,0.26932377702957805,5.8426606906423615,1151.0041560565453,383.11588688724737,197,197,5.8426606906423615,1151.0041560565453,383.11588688724737,1151.0041560565453,1151.0041560565458,-216.911863434647,1151.0041560565458,0.583756345177665,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,69,1996s,001,calibration_interleaved,black,unknown,35,0.47090191089840744,-0.11652402308997703,0,1,False,2.687800999963656,True,dot,dot,nan,0.3091324623123006,nan,nan,nan,nan,0,0,35,0.3091324623123006,3.703139678955844,603.6117676698026,67.18805301391416,163,163,3.703139678955844,603.6117676698026,67.18805301391416,603.6117676698026,677.1511142064755,11.586294845920108,677.1511142064755,0.44171779141104295,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,70,1996s,001,calibration_interleaved,black,unknown,35,0.40766968306220214,-0.37360720091511007,90,1,False,2.6379046998918056,True,square,square,-0.5810935355178144,0.25909260207611656,2.9841687113996405,1.7521618409718702,0.027851150307376518,0.021702230081627076,90,90,35,0.25909260207611656,5.017111082105287,802.7377731368459,253.2756380254225,160,160,5.017111082105287,802.7377731368459,253.2756380254225,802.7377731368459,803.4098821791931,32.13187566614578,803.4098821791931,0.40625,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,71,1996s,001,calibration_interleaved,black,unknown,36,0.47090191089840744,-0.11652402308997703,0,1,False,3.4041276001371443,True,dot,dot,nan,0.3030005186144409,nan,nan,nan,nan,0,0,36,0.3030005186144409,8.379091388576017,1726.0928260466594,183.80567786960341,206,206,8.379091388576017,1726.0928260466594,183.80567786960341,1726.0928260466594,1728.1187155941022,-64.88798931540101,1728.1187155941022,0.6359223300970874,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,72,1996s,001,calibration_interleaved,black,unknown,36,0.40766968306220214,-0.37360720091511007,90,0,False,3.1712861999403685,True,dot,square,nan,0.2744392682295968,nan,nan,nan,nan,90,90,36,0.2744392682295968,4.605991272169049,884.3503242564573,390.4971640290817,192,192,4.605991272169049,884.3503242564573,390.4971640290817,884.3503242564573,1067.664610729461,0.6628135100536524,1067.664610729461,0.5208333333333334,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,73,1996s,001,calibration_interleaved,black,unknown,37,0.47090191089840744,-0.11652402308997703,0,1,False,2.8212971999309957,True,dot,dot,nan,0.29724329484098533,nan,nan,nan,nan,0,0,37,0.29724329484098533,6.977196040230404,1193.100522879399,176.859323763515,171,171,6.977196040230404,1193.100522879399,176.859323763515,1193.100522879399,1278.6692013884797,-32.029704998404725,1278.6692013884797,0.5263157894736842,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,74,1996s,001,calibration_interleaved,black,unknown,37,0.47090191089840744,-0.11652402308997703,90,1,False,2.803823199821636,True,square,square,nan,0.26151075189622136,nan,nan,nan,nan,90,90,37,0.26151075189622136,5.794647403081066,985.0900585237812,122.5637059065549,170,170,5.794647403081066,985.0900585237812,122.5637059065549,985.0900585237812,1011.6250378375953,-16.397851153481653,1011.6250378375953,0.5294117647058824,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,75,1996s,001,calibration_interleaved,black,unknown,38,0.40766968306220214,-0.37360720091511007,0,1,False,2.1042226999998093,True,dot,dot,nan,0.2953577317066526,nan,nan,nan,nan,0,0,38,0.2953577317066526,4.640436123037829,593.9758237488421,61.996229682650565,128,128,4.640436123037829,593.9758237488421,61.996229682650565,593.9758237488421,627.1976241747177,-62.59683851368411,627.1976241747177,0.609375,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,76,1996s,001,calibration_interleaved,black,unknown,38,0.40766968306220214,-0.37360720091511007,90,1,False,3.0551837999373674,True,square,square,nan,0.2520889347739641,nan,nan,nan,nan,90,-90,38,0.2520889347739641,7.575211588361228,1401.414143846827,158.85882492754615,185,185,7.575211588361228,1401.414143846827,158.85882492754615,1401.414143846827,1427.7527847574165,3.186731259990372,1427.7527847574165,0.6162162162162163,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,77,1996s,001,calibration_interleaved,black,unknown,39,0.40766968306220214,-0.37360720091511007,0,0,False,3.237130899913609,True,dot,square,nan,0.2789830819171976,nan,nan,nan,nan,0,0,39,0.2789830819171976,7.3680910354641656,1444.1458429509764,295.04803777318625,196,196,7.3680910354641656,1444.1458429509764,295.04803777318625,1444.1458429509764,1444.1458429509764,12.213285187313375,1444.1458429509764,0.6683673469387755,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,78,1996s,001,calibration_interleaved,black,unknown,39,0.40766968306220214,-0.37360720091511007,90,1,False,3.3706936000380665,True,dot,dot,nan,0.24402342739573496,nan,nan,nan,nan,90,-90,39,0.24402342739573496,4.956382103082625,1011.1019490288554,230.1130347035201,204,204,4.956382103082625,1011.1019490288554,230.1130347035201,1011.1019490288554,1058.0385543091197,6.800594680377258,1058.0385543091197,0.5245098039215687,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,79,1996s,001,calibration_interleaved,black,unknown,40,0.47090191089840744,-0.11652402308997703,0,1,False,3.152308400021866,True,square,square,nan,0.27353067672761144,nan,nan,nan,nan,0,0,40,0.27353067672761144,7.043040936814795,1331.1347370579963,267.3106672750874,189,189,7.043040936814795,1331.1347370579963,267.3106672750874,1331.1347370579963,1335.5981239493015,-0.3153129978604763,1335.5981239493015,0.6243386243386243,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,80,1996s,001,calibration_interleaved,black,unknown,40,0.40766968306220214,-0.37360720091511007,90,1,False,3.2714722000528127,True,square,square,-0.579417107292602,0.23712096893860565,2.9683391031446593,1.7236045228520964,0.027805415194877406,0.02167801423788161,90,90,40,0.23712096893860565,3.456968078698964,684.4796795823949,252.98918631599182,198,198,3.456968078698964,684.4796795823949,252.98918631599182,684.4796795823949,799.0804267980286,-18.262573284430236,799.0804267980286,0.5454545454545454,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,81,1996s,001,calibration_interleaved,black,unknown,41,0.47090191089840744,-0.11652402308997703,0,1,False,3.3374739000573754,True,dot,dot,nan,0.26845608822909517,nan,nan,nan,nan,0,0,41,0.26845608822909517,4.895085437270829,988.8072583287076,330.9283616153975,202,202,4.895085437270829,988.8072583287076,330.9283616153975,988.8072583287076,1001.0542351842159,-178.0781583437167,1001.0542351842159,0.5742574257425742,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,82,1996s,001,calibration_interleaved,black,unknown,41,0.40766968306220214,-0.37360720091511007,90,0,False,4.771366499830037,True,dot,square,nan,0.24572798350868189,nan,nan,nan,nan,90,90,41,0.24572798350868189,7.343448727413023,2114.9132334949504,296.94897516090816,288,288,7.343448727413023,2114.9132334949504,296.94897516090816,2114.9132334949504,2166.9256473551845,-30.093437951459975,2166.9256473551845,0.6631944444444444,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,83,1996s,001,calibration_interleaved,black,unknown,42,0.47090191089840744,-0.11652402308997703,0,0,False,3.9381293999031186,True,dot,square,nan,0.26592785629809707,nan,nan,nan,nan,0,0,42,0.26592785629809707,8.890064648133022,2115.835386255659,152.34801392769293,238,238,8.890064648133022,2115.835386255659,152.34801392769293,2115.835386255659,2116.6040970924632,-40.15426129433271,2116.6040970924632,0.6764705882352942,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,84,1996s,001,calibration_interleaved,black,unknown,42,0.40766968306220214,-0.37360720091511007,90,1,False,3.4387674001045525,True,square,square,nan,0.23806784782986773,nan,nan,nan,nan,90,-90,42,0.23806784782986773,6.148749649126775,1278.9399270183692,240.1553283934318,208,208,6.148749649126775,1278.9399270183692,240.1553283934318,1278.9399270183692,1278.9399270183685,35.7899026622112,1278.9399270183685,0.7019230769230769,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,85,1996s,001,calibration_interleaved,black,unknown,43,0.47090191089840744,-0.11652402308997703,0,1,False,2.2059100999031216,True,square,square,nan,0.2613088021317311,nan,nan,nan,nan,0,0,43,0.2613088021317311,9.749952172965346,1306.4935911773564,278.435721656673,134,134,9.749952172965346,1306.4935911773564,278.435721656673,1306.4935911773564,1315.2679730987763,19.321290717744777,1315.2679730987763,0.6343283582089553,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,86,1996s,001,calibration_interleaved,black,unknown,43,0.40766968306220214,-0.37360720091511007,90,1,False,3.7376508999150246,True,square,square,nan,0.23147914238758724,nan,nan,nan,nan,90,90,43,0.23147914238758724,4.188567851742696,946.6163344938492,206.88187272853753,226,226,4.188567851742696,946.6163344938492,206.88187272853753,946.6163344938492,1133.6012375013768,7.213028296203104,1133.6012375013768,0.5398230088495575,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,87,1996s,001,calibration_interleaved,black,unknown,44,0.47090191089840744,-0.11652402308997703,0,0,False,3.837917600059882,True,dot,square,nan,0.259437913876245,nan,nan,nan,nan,0,0,44,0.259437913876245,7.0509513060232525,1635.8207029973946,256.88331805317114,232,232,7.0509513060232525,1635.8207029973946,256.88331805317114,1635.8207029973946,1636.986255465372,29.608837436743432,1636.986255465372,0.5775862068965517,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,88,1996s,001,calibration_interleaved,black,unknown,44,0.40766968306220214,-0.37360720091511007,90,1,False,3.120937100145966,True,dot,dot,nan,0.22579991453819206,nan,nan,nan,nan,90,-90,44,0.22579991453819206,5.75209340115357,1087.1456528180247,314.08499732200966,189,189,5.75209340115357,1087.1456528180247,314.08499732200966,1087.1456528180247,1088.2337219953959,-219.10034157155877,1088.2337219953959,0.5343915343915344,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,89,1996s,001,calibration_interleaved,black,unknown,45,0.47090191089840744,-0.11652402308997703,0,0,False,2.5230199999641627,True,dot,square,nan,0.2589353454037712,nan,nan,nan,nan,0,0,45,0.2589353454037712,9.019703857491534,1389.0343940536961,269.33021699846717,154,154,9.019703857491534,1389.0343940536961,269.33021699846717,1389.0343940536961,1389.034394053697,-0.01027599880415675,1389.034394053697,0.6363636363636364,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,90,1996s,001,calibration_interleaved,black,unknown,45,0.40766968306220214,-0.37360720091511007,90,1,False,4.288061999948695,True,dot,dot,-0.5809235796870118,0.22088707922602088,2.9254541046847944,1.6827393480111745,0.02779989818335856,0.021659678637462064,90,90,45,0.22088707922602088,3.9726892705322356,1028.926521067849,167.37180263753544,259,259,3.9726892705322356,1028.926521067849,167.37180263753544,1028.926521067849,1028.926521067849,-0.8471499064281778,1028.926521067849,0.47876447876447875,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,91,1996s,001,calibration_interleaved,black,unknown,46,0.5350820483873121,0.14055915473515587,0,1,False,3.9203246999531984,True,square,square,nan,0.25231883071644584,nan,nan,nan,nan,0,0,46,0.25231883071644584,12.623900624914812,2991.8644481048104,198.05713609124948,237,237,12.623900624914812,2991.8644481048104,198.05713609124948,2991.8644481048104,2994.5742641187703,11.0141814115485,2994.5742641187703,0.7257383966244726,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,92,1996s,001,calibration_interleaved,black,unknown,46,0.40766968306220214,-0.37360720091511007,90,nan,True,nan,False,dot,timeout,nan,0.22088707922602088,nan,nan,nan,nan,90,-90,46,0.22088707922602088,6.304131648106303,1897.5436260799972,202.90150854822207,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,93,1996s,001,calibration_interleaved,black,unknown,47,0.5350820483873121,0.14055915473515587,0,1,False,3.870923299808055,True,square,square,nan,0.2465113457820233,nan,nan,nan,nan,0,0,47,0.2465113457820233,12.729076240973512,2978.603840387802,186.13140483694445,234,234,12.729076240973512,2978.603840387802,186.13140483694445,2978.603840387802,2982.1272469378628,12.876875411082525,2982.1272469378628,0.782051282051282,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,94,1996s,001,calibration_interleaved,black,unknown,47,0.40766968306220214,-0.37360720091511007,90,1,False,3.3351543000899255,True,square,square,nan,0.2166174180981358,nan,nan,nan,nan,90,-90,47,0.2166174180981358,8.476607457196222,1712.274706353637,288.8203566149154,202,202,8.476607457196222,1712.274706353637,288.8203566149154,1712.274706353637,1712.2747063536365,6.299622537024576,1712.2747063536365,0.6782178217821783,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,95,1996s,001,calibration_interleaved,black,unknown,48,0.47090191089840744,-0.11652402308997703,0,0,False,4.1706153999548405,True,dot,square,nan,0.24506376708773606,nan,nan,nan,nan,0,0,48,0.24506376708773606,9.843941225084981,2480.673188721415,202.4625044934118,252,252,9.843941225084981,2480.673188721415,202.4625044934118,2480.673188721415,2480.90593654361,38.60439038172108,2480.90593654361,0.7063492063492064,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,96,1996s,001,calibration_interleaved,black,unknown,48,0.40766968306220214,-0.37360720091511007,90,1,False,4.205282400129363,True,square,square,nan,0.21288686863957712,nan,nan,nan,nan,90,90,48,0.21288686863957712,6.705816456955367,1703.2773800666632,238.35875501841508,254,254,6.705816456955367,1703.2773800666632,238.35875501841508,1703.2773800666632,1836.5035559666546,-2.2018476370134965,1836.5035559666546,0.6850393700787402,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,97,1996s,001,calibration_interleaved,black,unknown,49,0.5350820483873121,0.14055915473515587,0,1,False,3.604973299894482,True,square,square,nan,0.2391182192121853,nan,nan,nan,nan,0,0,49,0.2391182192121853,13.489039593413768,2940.6106313642013,217.29193713688156,218,218,13.489039593413768,2940.6106313642013,217.29193713688156,2940.6106313642013,2966.5139287780844,-3.6798237782204213,2966.5139287780844,0.7706422018348624,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,98,1996s,001,calibration_interleaved,black,unknown,49,0.40766968306220214,-0.37360720091511007,90,1,False,4.238398600136861,True,square,square,nan,0.2096088145456853,nan,nan,nan,nan,90,-90,49,0.2096088145456853,5.778442696445531,1479.2813302900558,271.54854945331,256,256,5.778442696445531,1479.2813302900558,271.54854945331,1479.2813302900558,1575.7071714017684,-13.73715545524064,1575.7071714017684,0.6015625,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,99,1996s,001,calibration_interleaved,black,unknown,50,0.5350820483873121,0.14055915473515587,0,1,False,3.7045783000066876,True,square,square,nan,0.23388245466705712,nan,nan,nan,nan,0,0,50,0.23388245466705712,9.956628204537225,2230.2847178163383,151.80453546498705,224,224,9.956628204537225,2230.2847178163383,151.80453546498705,2230.2847178163383,2270.5844192237464,6.231337992430481,2270.5844192237464,0.6964285714285714,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,100,1996s,001,calibration_interleaved,black,unknown,50,0.40766968306220214,-0.37360720091511007,90,0,False,4.087004499975592,True,dot,square,-0.5655113326402654,0.2107455266082067,2.8117616947233013,1.5828372941086075,0.028313897347358966,0.021706977913819776,90,90,50,0.2107455266082067,5.881961480205699,1452.8444856108076,274.41649773869045,247,247,5.881961480205699,1452.8444856108076,274.41649773869045,1452.8444856108076,1459.4038630013863,11.94045878631637,1459.4038630013863,0.5384615384615384,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,101,1996s,001,learning_90,yellow,high,,0.6084420222564921,0.4407680323471903,,1,False,3.2379844000097364,True,dot,dot,,,,,,,90,90,,,13.425198105223211,2631.3388286237496,199.28769298179722,196,196,13.425198105223211,2631.3388286237496,199.28769298179722,2631.3388286237496,2631.3388286237496,5.872626577660864,2631.3388286237496,0.7551020408163265,learning_fixed,1,individualized_calibration,0.2414297750189407,0.40766968306220214,,,,,,,1996s,001,"[90, 0]",3,
